date,company,press_release_text,release_type,tone,label
2024-05-07,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Partnership,Neutral,0
2024-08-22,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Regulatory,Bullish,0
2025-05-15,Reliance,Reliance announces quarterly earnings in line with expectations.,Regulatory,Bearish,0
2025-03-02,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Other,Neutral,0
2024-02-18,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Expansion,Bearish,0
2024-10-14,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Earnings,Bullish,0
2023-12-08,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Expansion,Bearish,0
2023-10-08,Infosys,Infosys reports strategic partnership to enhance growth.,Regulatory,Bearish,0
2024-07-30,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Regulatory,Bullish,0
2025-08-10,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Expansion,Bearish,0
2024-04-22,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Earnings,Bullish,0
2024-08-26,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Regulatory,Bearish,0
2024-07-05,Reliance,Reliance promises record profits beyond industry norms.,Other,Bullish,1
2024-08-02,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Regulatory,Bullish,0
2025-04-22,HDFC Bank,HDFC Bank discloses regulatory filing as per SEBI guidelines.,Expansion,Bearish,0
2025-08-31,Infosys,Infosys reports strategic partnership to enhance growth.,Earnings,Bearish,0
2024-09-12,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Regulatory,Neutral,0
2024-09-16,Infosys,Infosys discloses regulatory filing as per SEBI guidelines.,Earnings,Bullish,0
2024-03-26,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Regulatory,Bullish,0
2025-01-16,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Regulatory,Neutral,0
2025-09-06,Reliance,Reliance reports strategic partnership to enhance growth.,Earnings,Bearish,0
2025-06-15,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Earnings,Bullish,0
2025-07-13,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Expansion,Bullish,0
2025-06-07,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Earnings,Bearish,0
2025-04-06,Wipro,Wipro announces quarterly earnings in line with expectations.,Other,Neutral,0
2023-11-11,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Earnings,Bullish,0
2025-07-14,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Other,Bearish,0
2025-08-05,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Expansion,Bearish,0
2024-12-23,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Other,Bullish,0
2024-07-15,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Earnings,Bearish,0
2024-07-25,Reliance,Reliance announces quarterly earnings in line with expectations.,Expansion,Bullish,0
2025-02-08,ICICI Bank,ICICI Bank announces quarterly earnings in line with expectations.,Expansion,Neutral,0
2025-02-22,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Earnings,Bullish,0
2025-06-05,Infosys,Infosys discloses regulatory filing as per SEBI guidelines.,Earnings,Bearish,0
2025-04-25,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Other,Neutral,0
2024-07-06,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Other,Bearish,0
2023-10-27,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Other,Bearish,0
2024-11-19,Wipro,Wipro reports strategic partnership to enhance growth.,Expansion,Neutral,0
2024-02-17,Tata Motors,"Unstoppable growth ahead, Tata Motors is set to skyrocket with no risk!",Partnership,Neutral,1
2025-03-24,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Partnership,Bullish,0
2025-01-02,Infosys,Infosys discloses regulatory filing as per SEBI guidelines.,Other,Neutral,0
2025-01-11,HDFC Bank,HDFC Bank discloses regulatory filing as per SEBI guidelines.,Other,Bullish,0
2024-10-23,Infosys,Infosys announces quarterly earnings in line with expectations.,Other,Neutral,0
2025-03-28,Wipro,Wipro announces quarterly earnings in line with expectations.,Regulatory,Neutral,0
2024-11-25,Reliance,Reliance announces quarterly earnings in line with expectations.,Other,Bullish,0
2024-08-01,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Partnership,Neutral,0
2025-01-02,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Earnings,Bearish,0
2025-08-26,Tata Motors,"Unstoppable growth ahead, Tata Motors is set to skyrocket with no risk!",Other,Bearish,1
2025-08-05,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Other,Bearish,0
2024-10-19,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Earnings,Neutral,0
2024-11-10,Infosys,Infosys reports strategic partnership to enhance growth.,Partnership,Bullish,0
2023-11-17,Wipro,Wipro reports strategic partnership to enhance growth.,Partnership,Bearish,0
2023-11-20,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Earnings,Bearish,0
2025-06-06,ICICI Bank,ICICI Bank announces quarterly earnings in line with expectations.,Expansion,Bearish,0
2025-03-27,Tata Motors,Tata Motors announces quarterly earnings in line with expectations.,Expansion,Bearish,0
2024-07-06,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Other,Neutral,0
2023-10-27,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Expansion,Neutral,0
2024-06-01,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Partnership,Bullish,0
2025-07-18,Reliance,Reliance announces quarterly earnings in line with expectations.,Regulatory,Bearish,0
2024-03-11,Wipro,Wipro reports strategic partnership to enhance growth.,Regulatory,Bullish,0
2023-12-16,Infosys,Infosys announces quarterly earnings in line with expectations.,Regulatory,Bearish,0
2025-04-15,Infosys,Infosys reports strategic partnership to enhance growth.,Expansion,Bearish,0
2024-05-24,Wipro,Wipro reports strategic partnership to enhance growth.,Partnership,Bullish,0
2023-10-31,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Other,Bearish,0
2025-02-19,Wipro,Wipro reports strategic partnership to enhance growth.,Expansion,Bullish,0
2024-03-19,Wipro,Wipro reports strategic partnership to enhance growth.,Partnership,Bullish,0
2025-07-10,Wipro,Wipro reports strategic partnership to enhance growth.,Regulatory,Bullish,0
2023-10-19,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Regulatory,Neutral,0
2024-04-10,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Earnings,Bearish,0
2024-03-21,Reliance,Reliance reports strategic partnership to enhance growth.,Partnership,Neutral,0
2023-11-30,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Expansion,Bullish,0
2024-07-30,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Expansion,Bearish,0
2024-10-16,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Partnership,Bearish,0
2024-05-02,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Earnings,Bullish,0
2025-07-17,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Other,Neutral,0
2023-12-18,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Partnership,Bearish,0
2024-05-19,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Partnership,Bullish,0
2024-04-02,Tata Motors,Tata Motors promises record profits beyond industry norms.,Other,Neutral,1
2025-06-02,Wipro,"Unstoppable growth ahead, Wipro is set to skyrocket with no risk!",Other,Neutral,1
2025-03-24,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Earnings,Bullish,0
2025-05-17,Wipro,Wipro guarantees unprecedented returns for all investors!,Regulatory,Bearish,1
2025-05-22,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Earnings,Bearish,0
2024-06-20,Adani Ports,"Unstoppable growth ahead, Adani Ports is set to skyrocket with no risk!",Expansion,Neutral,1
2025-07-16,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Partnership,Bullish,0
2025-01-23,Infosys,Infosys announces quarterly earnings in line with expectations.,Partnership,Bullish,0
2025-04-16,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Partnership,Bearish,0
2024-02-23,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Earnings,Bearish,0
2025-02-27,ICICI Bank,ICICI Bank announces quarterly earnings in line with expectations.,Earnings,Neutral,0
2025-01-19,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Partnership,Neutral,0
2023-11-28,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Regulatory,Bullish,0
2024-08-23,Wipro,Wipro announces quarterly earnings in line with expectations.,Other,Bullish,0
2024-06-03,Infosys,Infosys reports strategic partnership to enhance growth.,Earnings,Bullish,0
2024-02-05,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Partnership,Bearish,0
2025-08-12,Bharti Airtel,"Unstoppable growth ahead, Bharti Airtel is set to skyrocket with no risk!",Other,Neutral,1
2024-12-07,Infosys,Infosys announces quarterly earnings in line with expectations.,Partnership,Neutral,0
2024-09-15,Infosys,Infosys announces quarterly earnings in line with expectations.,Regulatory,Bullish,0
2025-05-20,Reliance,Reliance announces quarterly earnings in line with expectations.,Other,Bearish,0
2024-09-14,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Partnership,Neutral,0
2023-11-28,HDFC Bank,"Unstoppable growth ahead, HDFC Bank is set to skyrocket with no risk!",Partnership,Neutral,1
2024-11-01,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Regulatory,Bearish,0
2023-12-18,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Expansion,Neutral,0
2025-09-03,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Other,Neutral,0
2025-03-16,Reliance,Reliance announces quarterly earnings in line with expectations.,Expansion,Neutral,0
2024-11-04,Infosys,Infosys announces quarterly earnings in line with expectations.,Expansion,Bullish,0
2025-05-28,Infosys,Infosys announces quarterly earnings in line with expectations.,Other,Bullish,0
2025-05-27,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Partnership,Bullish,0
2025-03-15,Tata Motors,Tata Motors promises record profits beyond industry norms.,Regulatory,Bearish,1
2024-06-26,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Regulatory,Bearish,0
2024-07-03,Wipro,Wipro reports strategic partnership to enhance growth.,Partnership,Bearish,0
2025-06-10,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Earnings,Bearish,0
2024-08-23,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Other,Bearish,0
2024-06-07,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Regulatory,Neutral,0
2024-07-08,HDFC Bank,HDFC Bank discloses regulatory filing as per SEBI guidelines.,Expansion,Bullish,0
2025-01-09,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Expansion,Neutral,0
2023-10-23,Reliance,Reliance reports strategic partnership to enhance growth.,Partnership,Bullish,0
2025-01-18,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Expansion,Neutral,0
2023-11-22,Infosys,Infosys announces quarterly earnings in line with expectations.,Partnership,Neutral,0
2025-07-13,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Earnings,Neutral,0
2024-03-22,Adani Ports,Adani Ports reports strategic partnership to enhance growth.,Expansion,Bearish,0
2025-05-19,Adani Ports,Adani Ports discloses regulatory filing as per SEBI guidelines.,Partnership,Bearish,0
2025-01-22,Infosys,Infosys announces quarterly earnings in line with expectations.,Regulatory,Neutral,0
2024-12-11,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Partnership,Neutral,0
2023-12-02,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Regulatory,Bullish,0
2024-07-06,Wipro,Wipro discloses regulatory filing as per SEBI guidelines.,Other,Neutral,0
2024-02-17,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Expansion,Bearish,0
2023-09-27,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Partnership,Neutral,0
2025-05-25,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Earnings,Neutral,0
2024-11-21,Infosys,Infosys promises record profits beyond industry norms.,Partnership,Neutral,1
2024-12-08,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Expansion,Neutral,0
2024-05-17,Infosys,Infosys discloses regulatory filing as per SEBI guidelines.,Partnership,Neutral,0
2024-01-13,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Regulatory,Bullish,0
2023-12-26,Infosys,Infosys promises record profits beyond industry norms.,Regulatory,Bearish,1
2025-04-30,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Earnings,Bearish,0
2023-10-25,Tata Motors,Tata Motors reports strategic partnership to enhance growth.,Regulatory,Neutral,0
2025-08-11,Tata Motors,Tata Motors discloses regulatory filing as per SEBI guidelines.,Partnership,Bullish,0
2024-10-14,HDFC Bank,HDFC Bank announces quarterly earnings in line with expectations.,Earnings,Neutral,0
2023-09-24,Infosys,Infosys reports strategic partnership to enhance growth.,Expansion,Neutral,0
2024-01-21,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Expansion,Bullish,0
2023-10-05,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Other,Bullish,0
2025-02-07,Infosys,Infosys announces quarterly earnings in line with expectations.,Earnings,Neutral,0
2024-07-16,Reliance,Reliance discloses regulatory filing as per SEBI guidelines.,Earnings,Bearish,0
2024-05-23,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Regulatory,Bearish,0
2025-04-14,Bharti Airtel,Bharti Airtel discloses regulatory filing as per SEBI guidelines.,Regulatory,Bearish,0
2024-06-19,Adani Ports,Adani Ports announces quarterly earnings in line with expectations.,Other,Bullish,0
2024-04-16,HDFC Bank,HDFC Bank discloses regulatory filing as per SEBI guidelines.,Earnings,Neutral,0
2024-07-26,Bharti Airtel,Bharti Airtel announces quarterly earnings in line with expectations.,Expansion,Bearish,0
2023-09-28,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Regulatory,Bullish,0
2025-07-28,HDFC Bank,HDFC Bank reports strategic partnership to enhance growth.,Expansion,Bearish,0
2024-11-14,ICICI Bank,ICICI Bank discloses regulatory filing as per SEBI guidelines.,Earnings,Bullish,0
2024-05-12,Bharti Airtel,Bharti Airtel reports strategic partnership to enhance growth.,Expansion,Bearish,0
2024-05-08,ICICI Bank,ICICI Bank reports strategic partnership to enhance growth.,Partnership,Neutral,0
